scenario,timestamp,is_entry,status,reason,requested_quantity,unfilled_quantity,explanation
fixed-5bps,2025-09-19T15:00:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:01:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:02:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:03:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:04:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:05:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:06:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:07:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:08:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:09:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:10:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:11:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:12:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:13:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:14:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:15:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:16:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:17:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:18:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:19:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:20:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:21:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:22:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:23:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:24:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:25:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T15:26:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
