symbol,direction,entry_timestamp,entry_price,exit_timestamp,exit_price,quantity,stop_price,take_profit_price,fees,slippage,realized_pnl,exit_reason
QQQ,short,2025-05-22T09:35:00-04:00,512.52,2025-05-22T09:52:00-04:00,514.86,48,514.86,489.11999999999966,0.048,0.0,-112.36800000000153,STOP_LOSS
QQQ,long,2025-05-23T09:35:00-04:00,507.62,2025-05-23T15:59:00-04:00,509.2865,48,505.58,528.0200000000002,0.048,0.0,79.94399999999928,END_OF_DAY
QQQ,short,2025-05-27T09:35:00-04:00,515.59,2025-05-27T09:55:00-04:00,516.8,48,516.8,503.4900000000008,0.048,0.0,-58.12799999999629,STOP_LOSS
QQQ,long,2025-05-28T09:35:00-04:00,522.71,2025-05-28T09:48:00-04:00,521.85,47,521.85,531.3100000000002,0.047,0.0,-40.46700000000064,STOP_LOSS
QQQ,short,2025-05-29T09:35:00-04:00,524.81,2025-05-29T15:59:00-04:00,519.96,47,526.48,508.1099999999992,0.047,0.0,227.90299999999573,END_OF_DAY
QQQ,short,2025-05-30T09:35:00-04:00,518.48,2025-05-30T10:28:00-04:00,519.66,48,519.66,506.6800000000005,0.048,0.0,-56.6879999999976,STOP_LOSS
QQQ,long,2025-06-02T09:35:00-04:00,520.092,2025-06-02T10:00:00-04:00,517.22,47,517.22,548.8119999999996,0.047,0.0,-135.030999999998,STOP_LOSS
QQQ,short,2025-06-03T09:35:00-04:00,523.23,2025-06-03T09:48:00-04:00,524.77,47,524.77,507.8300000000004,0.047,0.0,-72.42699999999829,STOP_LOSS
QQQ,long,2025-06-04T09:35:00-04:00,528.73,2025-06-04T10:00:00-04:00,527.84,46,527.84,537.6299999999999,0.046,0.0,-40.98599999999937,STOP_LOSS
QQQ,short,2025-06-05T09:35:00-04:00,529.92,2025-06-05T10:42:00-04:00,530.85,46,530.85,520.6199999999993,0.046,0.0,-42.82600000000293,STOP_LOSS
QQQ,short,2025-06-06T09:35:00-04:00,529.55,2025-06-06T09:38:00-04:00,530.56,46,530.56,519.45,0.046,0.0,-46.50599999999958,STOP_LOSS
QQQ,short,2025-06-09T09:35:00-04:00,529.69,2025-06-09T09:52:00-04:00,530.55,46,530.55,521.090000000001,0.046,0.0,-39.6059999999954,STOP_LOSS
QQQ,short,2025-06-10T09:35:00-04:00,530.9,2025-06-10T09:39:00-04:00,531.86,46,531.86,521.2999999999996,0.046,0.0,-44.20600000000167,STOP_LOSS
QQQ,short,2025-06-11T09:35:00-04:00,534.55,2025-06-11T10:22:00-04:00,535.81,45,535.81,521.95,0.045,0.0,-56.74499999999959,STOP_LOSS
QQQ,long,2025-06-12T09:35:00-04:00,531.47,2025-06-12T15:59:00-04:00,533.66,46,530.84,537.77,0.046,0.0,100.69399999999727,END_OF_DAY
QQQ,long,2025-06-13T09:35:00-04:00,529.63,2025-06-13T10:20:00-04:00,527.25,46,527.25,553.43,0.046,0.0,-109.5259999999998,STOP_LOSS
QQQ,long,2025-06-16T09:35:00-04:00,531.78,2025-06-16T15:59:00-04:00,534.27,46,530.45,545.0799999999992,0.046,0.0,114.49400000000041,END_OF_DAY
