scenario,timestamp,is_entry,direction,reference_price,fill_price,requested_quantity,filled_quantity,unfilled_quantity,status,spread_cost,slippage_cost,impact_cost,latency_cost,commission,explanation
volume-aware,2024-06-11T09:35:00-04:00,True,long,464.04,464.0445862941247,81,74,7,partially_filled,0.0,0.0,0.3393857652291213,0.0,0.037,0.000988 participation; linear impact 0.098834 bps
volume-aware,2024-06-14T09:35:00-04:00,True,long,476.69,476.6947096985701,79,55,24,partially_filled,0.0,0.0,0.2590334213551771,0.0,0.0275,0.000988 participation; linear impact 0.098800 bps
volume-aware,2024-06-26T09:35:00-04:00,True,short,478.35,478.34527704824154,78,50,28,partially_filled,0.0,0.0,0.23614758792282936,0.0,0.025,0.000987 participation; linear impact 0.098734 bps
volume-aware,2024-06-27T09:35:00-04:00,True,long,481.54,481.5448112073764,78,70,8,partially_filled,0.0,0.0,0.3367845163500378,0.0,0.035,0.000999 participation; linear impact 0.099913 bps
volume-aware,2024-07-05T09:35:00-04:00,True,long,492.38,492.38489676434335,77,71,6,partially_filled,0.0,0.0,0.3476702683774093,0.0,0.035500000000000004,0.000995 participation; linear impact 0.099451 bps
volume-aware,2024-07-16T09:35:00-04:00,True,long,498.0,498.00491795294977,76,73,3,partially_filled,0.0,0.0,0.35901056533326126,0.0,0.0365,0.000988 participation; linear impact 0.098754 bps
volume-aware,2024-07-23T09:35:00-04:00,True,long,481.94,481.9447864615867,79,76,3,partially_filled,0.0,0.0,0.36377108059014934,0.0,0.038,0.000993 participation; linear impact 0.099317 bps
volume-aware,2024-07-30T09:35:00-04:00,True,short,465.63,465.6254013016448,82,78,4,partially_filled,0.0,0.0,0.3586984717069526,0.0,0.039,0.000988 participation; linear impact 0.098763 bps
volume-aware,2024-10-03T09:35:00-04:00,True,long,481.31,481.314785073143,82,77,5,partially_filled,0.0,0.0,0.3684506320124982,0.0,0.0385,0.000994 participation; linear impact 0.099418 bps
volume-aware,2024-10-07T09:35:00-04:00,True,long,485.7997,485.80452024969253,80,71,9,partially_filled,0.0,0.0,0.342237728170943,0.0,0.035500000000000004,0.000992 participation; linear impact 0.099223 bps
volume-aware,2024-10-28T09:35:00-04:00,True,short,497.51,497.50509893192304,78,57,21,partially_filled,0.0,0.0,0.2793608803857521,0.0,0.0285,0.000985 participation; linear impact 0.098512 bps
volume-aware,2024-11-08T09:35:00-05:00,True,long,513.67,513.6750436942775,77,50,27,partially_filled,0.0,0.0,0.2521847138761243,0.0,0.025,0.000982 participation; linear impact 0.098189 bps
volume-aware,2024-11-13T09:35:00-05:00,True,long,512.73,512.7350830952255,77,56,21,partially_filled,0.0,0.0,0.28465333262520576,0.0,0.028,0.000991 participation; linear impact 0.099138 bps
volume-aware,2024-11-14T09:35:00-05:00,True,long,512.52,512.5251051796874,77,51,26,partially_filled,0.0,0.0,0.2603641640625,0.0,0.025500000000000002,0.000996 participation; linear impact 0.099609 bps
volume-aware,2024-11-22T09:35:00-05:00,True,long,505.23,505.23500658414156,79,61,18,partially_filled,0.0,0.0,0.3054016326331693,0.0,0.0305,0.000991 participation; linear impact 0.099095 bps
volume-aware,2024-11-29T09:35:00-05:00,True,short,505.77,505.7649799844999,79,73,6,partially_filled,0.0,0.0,0.3664611315059552,0.0,0.0365,0.000993 participation; linear impact 0.099255 bps
volume-aware,2024-12-05T09:35:00-05:00,True,long,523.4,523.4051792359478,76,61,15,partially_filled,0.0,0.0,0.3159333928136913,0.0,0.0305,0.000990 participation; linear impact 0.098954 bps
volume-aware,2024-12-06T09:35:00-05:00,True,long,523.211,523.2161288749529,76,39,37,partially_filled,0.0,0.0,0.20002612316199572,0.0,0.0195,0.000980 participation; linear impact 0.098027 bps
volume-aware,2024-12-24T09:35:00-05:00,True,long,524.81,524.815243616328,78,69,9,partially_filled,0.0,0.0,0.361809526636644,0.0,0.0345,0.000999 participation; linear impact 0.099915 bps
volume-aware,2024-12-26T09:35:00-05:00,True,long,528.85,528.8552179158295,78,55,23,partially_filled,0.0,0.0,0.2869853706228473,0.0,0.0275,0.000987 participation; linear impact 0.098665 bps
volume-aware,2025-02-14T09:35:00-05:00,True,long,536.23,536.2353194679207,78,77,1,partially_filled,0.0,0.0,0.4095990298892038,0.0,0.0385,0.000992 participation; linear impact 0.099201 bps
volume-aware,2025-02-18T09:35:00-05:00,True,short,539.61,539.6046775275357,77,54,23,partially_filled,0.0,0.0,0.28741351306920926,0.0,0.027,0.000986 participation; linear impact 0.098636 bps
volume-aware,2025-02-20T09:35:00-05:00,True,short,537.91,537.9046331526138,77,53,24,partially_filled,0.0,0.0,0.28444291146627504,0.0,0.0265,0.000998 participation; linear impact 0.099772 bps
volume-aware,2025-03-19T09:35:00-04:00,True,short,476.42,476.4152832097888,88,78,10,partially_filled,0.0,0.0,0.36790963647441105,0.0,0.039,0.000990 participation; linear impact 0.099005 bps
volume-aware,2025-06-12T09:35:00-04:00,True,long,531.47,531.4752678344385,76,58,18,partially_filled,0.0,0.0,0.3055343974297628,0.0,0.029,0.000991 participation; linear impact 0.099118 bps
