scenario,timestamp,is_entry,direction,reference_price,fill_price,requested_quantity,filled_quantity,unfilled_quantity,status,spread_cost,slippage_cost,impact_cost,latency_cost,commission,explanation
volume-aware,2019-07-16T09:35:00-04:00,True,long,193.905,193.90689759802535,152,45,107,partially_filled,0.0,0.0,0.08539191114107388,0.0,0.0225,0.000979 participation; linear impact 0.097862 bps
volume-aware,2019-07-17T09:35:00-04:00,True,long,193.29,193.29190286458837,152,51,101,partially_filled,0.0,0.0,0.09704609400637006,0.0,0.025500000000000002,0.000984 participation; linear impact 0.098446 bps
volume-aware,2019-07-18T09:35:00-04:00,True,long,191.69,191.6919167722152,153,105,48,partially_filled,0.0,0.0,0.20126108259449368,0.0,0.0525,0.001000 participation; linear impact 0.099993 bps
volume-aware,2019-07-19T09:35:00-04:00,True,short,193.48,193.47807509948834,152,133,19,partially_filled,0.0,0.0,0.25601176805002845,0.0,0.0665,0.000995 participation; linear impact 0.099488 bps
volume-aware,2019-07-22T09:35:00-04:00,True,long,191.665,191.6669129551141,155,73,82,partially_filled,0.0,0.0,0.13964572332891265,0.0,0.0365,0.000998 participation; linear impact 0.099807 bps
volume-aware,2019-07-23T09:35:00-04:00,True,short,193.35,193.3480741632255,154,48,106,partially_filled,0.0,0.0,0.09244016517607023,0.0,0.024,0.000996 participation; linear impact 0.099604 bps
volume-aware,2019-07-24T09:35:00-04:00,True,long,193.38,193.3819269710849,154,57,97,partially_filled,0.0,0.0,0.10983735184084471,0.0,0.0285,0.000996 participation; linear impact 0.099647 bps
volume-aware,2019-07-25T09:35:00-04:00,True,short,194.34,194.33806090237286,154,128,26,partially_filled,0.0,0.0,0.2482044962738923,0.0,0.064,0.000998 participation; linear impact 0.099779 bps
volume-aware,2019-07-26T09:35:00-04:00,True,long,195.02,195.02194924526762,154,147,7,partially_filled,0.0,0.0,0.28653905434073107,0.0,0.0735,0.001000 participation; linear impact 0.099951 bps
volume-aware,2019-07-29T09:35:00-04:00,True,short,194.76,194.75805819483588,154,127,27,partially_filled,0.0,0.0,0.24660925584279983,0.0,0.0635,0.000997 participation; linear impact 0.099702 bps
volume-aware,2019-07-30T09:35:00-04:00,True,long,193.34,193.34191859937624,155,119,36,partially_filled,0.0,0.0,0.22831332577261132,0.0,0.059500000000000004,0.000992 participation; linear impact 0.099234 bps
volume-aware,2019-07-31T09:35:00-04:00,True,short,193.94,193.93807658956354,155,99,56,partially_filled,0.0,0.0,0.1904176332107831,0.0,0.0495,0.000992 participation; linear impact 0.099176 bps
volume-aware,2019-08-16T09:35:00-04:00,True,long,184.59,184.59184132417204,163,134,29,partially_filled,0.0,0.0,0.24673743905071727,0.0,0.067,0.000998 participation; linear impact 0.099752 bps
volume-aware,2019-08-21T09:35:00-04:00,True,short,188.505,188.50312384868988,160,144,16,partially_filled,0.0,0.0,0.2701657886551979,0.0,0.07200000000000001,0.000995 participation; linear impact 0.099528 bps
volume-aware,2019-08-22T09:35:00-04:00,True,long,189.12,189.1218856444454,159,93,66,partially_filled,0.0,0.0,0.1753649334219611,0.0,0.0465,0.000997 participation; linear impact 0.099706 bps
volume-aware,2019-08-23T09:35:00-04:00,True,long,186.86,186.8618638540753,161,108,53,partially_filled,0.0,0.0,0.20129624012930042,0.0,0.054,0.000997 participation; linear impact 0.099746 bps
volume-aware,2019-08-27T09:35:00-04:00,True,short,185.98,185.97814838295275,161,155,6,partially_filled,0.0,0.0,0.28700064232263867,0.0,0.0775,0.000996 participation; linear impact 0.099560 bps
volume-aware,2019-08-30T09:35:00-04:00,True,short,188.7266,188.72473097672017,157,71,86,partially_filled,0.0,0.0,0.13270065286708604,0.0,0.035500000000000004,0.000990 participation; linear impact 0.099033 bps
volume-aware,2019-09-04T09:35:00-04:00,True,long,187.485,187.48686327110102,158,112,46,partially_filled,0.0,0.0,0.2086863633136935,0.0,0.056,0.000994 participation; linear impact 0.099382 bps
volume-aware,2019-09-06T09:35:00-04:00,True,short,191.54,191.53809317164743,156,105,51,partially_filled,0.0,0.0,0.20021697701759705,0.0,0.0525,0.000996 participation; linear impact 0.099552 bps
volume-aware,2019-09-12T09:35:00-04:00,True,long,193.9982,194.000127732015,154,141,13,partially_filled,0.0,0.0,0.2718102141145628,0.0,0.07050000000000001,0.000994 participation; linear impact 0.099369 bps
volume-aware,2019-09-17T09:35:00-04:00,True,short,191.66,191.6580964983529,154,101,53,partially_filled,0.0,0.0,0.19225366635527802,0.0,0.0505,0.000993 participation; linear impact 0.099317 bps
volume-aware,2019-09-18T09:35:00-04:00,True,short,191.98,191.97809706476352,154,80,74,partially_filled,0.0,0.0,0.15223481891734503,0.0,0.04,0.000991 participation; linear impact 0.099122 bps
volume-aware,2019-09-19T09:35:00-04:00,True,long,193.36,193.36192188271508,153,62,91,partially_filled,0.0,0.0,0.1191567283337074,0.0,0.031,0.000994 participation; linear impact 0.099394 bps
volume-aware,2019-09-20T09:35:00-04:00,True,short,192.99,192.98808580350092,153,108,45,partially_filled,0.0,0.0,0.20673322190180557,0.0,0.054,0.000992 participation; linear impact 0.099186 bps
volume-aware,2019-09-23T09:35:00-04:00,True,short,190.14,190.13810442843965,155,107,48,partially_filled,0.0,0.0,0.20282615695664735,0.0,0.0535,0.000997 participation; linear impact 0.099693 bps
volume-aware,2019-09-25T09:35:00-04:00,True,long,187.95,187.9518705037676,156,84,72,partially_filled,0.0,0.0,0.15712231647789204,0.0,0.042,0.000995 participation; linear impact 0.099521 bps
volume-aware,2019-09-27T09:35:00-04:00,True,short,189.37,189.36811429314548,155,67,88,partially_filled,0.0,0.0,0.12634235925331433,0.0,0.0335,0.000996 participation; linear impact 0.099578 bps
volume-aware,2019-10-01T09:35:00-04:00,True,long,190.0383,190.04018372063473,155,110,45,partially_filled,0.0,0.0,0.2072092698223892,0.0,0.055,0.000991 participation; linear impact 0.099123 bps
volume-aware,2019-10-03T09:35:00-04:00,True,long,184.39,184.39182900378032,160,90,70,partially_filled,0.0,0.0,0.1646103402290236,0.0,0.045,0.000992 participation; linear impact 0.099192 bps
volume-aware,2019-10-07T09:35:00-04:00,True,long,188.55,188.5518803659671,158,89,69,partially_filled,0.0,0.0,0.1673525710699999,0.0,0.0445,0.000997 participation; linear impact 0.099728 bps
volume-aware,2019-10-09T09:35:00-04:00,True,short,186.69,186.68815088414368,159,68,91,partially_filled,0.0,0.0,0.12573987822996474,0.0,0.034,0.000990 participation; linear impact 0.099047 bps
volume-aware,2019-10-10T09:35:00-04:00,True,long,187.58,187.58187242150035,158,138,20,partially_filled,0.0,0.0,0.2583941670464163,0.0,0.069,0.000998 participation; linear impact 0.099820 bps
volume-aware,2019-10-11T09:35:00-04:00,True,long,191.055,191.0568994554534,156,132,24,partially_filled,0.0,0.0,0.2507281198454482,0.0,0.066,0.000994 participation; linear impact 0.099419 bps
volume-aware,2019-10-14T09:35:00-04:00,True,long,190.96,190.96189834820106,156,151,5,partially_filled,0.0,0.0,0.28665057836005137,0.0,0.0755,0.000994 participation; linear impact 0.099411 bps
volume-aware,2019-10-15T09:35:00-04:00,True,long,192.04,192.04190872739784,155,26,129,partially_filled,0.0,0.0,0.04962691234374402,0.0,0.013000000000000001,0.000994 participation; linear impact 0.099392 bps
volume-aware,2019-10-16T09:35:00-04:00,True,long,192.94,192.94191832439125,154,106,48,partially_filled,0.0,0.0,0.20334238547255468,0.0,0.053,0.000994 participation; linear impact 0.099426 bps
volume-aware,2019-10-18T09:35:00-04:00,True,long,193.51,193.5118987014885,153,47,106,partially_filled,0.0,0.0,0.0892389699588735,0.0,0.0235,0.000981 participation; linear impact 0.098119 bps
volume-aware,2019-10-21T09:35:00-04:00,True,short,192.6,192.5980890702866,154,88,66,partially_filled,0.0,0.0,0.16816181477890274,0.0,0.044,0.000992 participation; linear impact 0.099218 bps
volume-aware,2019-10-23T09:35:00-04:00,True,short,191.26,191.2580961576747,155,50,105,partially_filled,0.0,0.0,0.09519211626518016,0.0,0.025,0.000995 participation; linear impact 0.099542 bps
volume-aware,2019-10-24T09:35:00-04:00,True,short,193.61,193.6080662481273,153,112,41,partially_filled,0.0,0.0,0.2165802097453093,0.0,0.056,0.000999 participation; linear impact 0.099879 bps
volume-aware,2019-10-25T09:35:00-04:00,True,long,193.5,193.50192586239757,153,47,106,partially_filled,0.0,0.0,0.090515532685344,0.0,0.0235,0.000995 participation; linear impact 0.099528 bps
volume-aware,2019-10-28T09:35:00-04:00,True,long,197.0,197.00195722727975,151,135,16,partially_filled,0.0,0.0,0.2642256827665384,0.0,0.0675,0.000994 participation; linear impact 0.099352 bps
volume-aware,2019-10-29T09:35:00-04:00,True,long,197.33,197.33196617580455,151,77,74,partially_filled,0.0,0.0,0.1513955369505299,0.0,0.0385,0.000996 participation; linear impact 0.099639 bps
volume-aware,2019-10-30T09:35:00-04:00,True,short,196.06,196.05804426509263,152,121,31,partially_filled,0.0,0.0,0.2366439237928789,0.0,0.0605,0.000998 participation; linear impact 0.099752 bps
volume-aware,2019-10-31T09:35:00-04:00,True,short,197.45,197.4480309269574,150,82,68,partially_filled,0.0,0.0,0.1614639894923747,0.0,0.041,0.000997 participation; linear impact 0.099725 bps
volume-aware,2019-11-01T09:35:00-04:00,True,short,197.79,197.7880432926458,150,65,85,partially_filled,0.0,0.0,0.12718597802264703,0.0,0.0325,0.000989 participation; linear impact 0.098929 bps
volume-aware,2019-11-04T09:35:00-05:00,True,long,200.32,200.3219735960591,148,59,89,partially_filled,0.0,0.0,0.1164421674876847,0.0,0.029500000000000002,0.000985 participation; linear impact 0.098522 bps
volume-aware,2019-11-05T09:35:00-05:00,True,short,200.19,200.1880087751775,148,36,112,partially_filled,0.0,0.0,0.07168409360926145,0.0,0.018000000000000002,0.000995 participation; linear impact 0.099467 bps
volume-aware,2019-11-06T09:35:00-05:00,True,short,199.57,199.5680130800382,149,148,1,partially_filled,0.0,0.0,0.29406415434498906,0.0,0.074,0.000996 participation; linear impact 0.099560 bps
volume-aware,2019-11-07T09:35:00-05:00,True,short,200.7,200.69802679120068,148,40,108,partially_filled,0.0,0.0,0.07892835197247142,0.0,0.02,0.000983 participation; linear impact 0.098316 bps
volume-aware,2019-11-08T09:35:00-05:00,True,long,200.1,200.10197428729464,148,66,82,partially_filled,0.0,0.0,0.13030296144589118,0.0,0.033,0.000987 participation; linear impact 0.098665 bps
volume-aware,2019-11-11T09:35:00-05:00,True,long,200.23,200.23198111728442,148,65,83,partially_filled,0.0,0.0,0.1287726234873278,0.0,0.0325,0.000989 participation; linear impact 0.098942 bps
volume-aware,2019-11-12T09:35:00-05:00,True,long,201.29,201.29198290224804,147,39,108,partially_filled,0.0,0.0,0.07733318767365495,0.0,0.0195,0.000985 participation; linear impact 0.098510 bps
volume-aware,2019-11-13T09:35:00-05:00,True,long,201.06,201.0620028667091,147,144,3,partially_filled,0.0,0.0,0.28841280610974296,0.0,0.07200000000000001,0.000996 participation; linear impact 0.099615 bps
volume-aware,2019-11-14T09:35:00-05:00,True,long,201.04,201.0419961654393,147,84,63,partially_filled,0.0,0.0,0.1676778969018546,0.0,0.042,0.000993 participation; linear impact 0.099292 bps
volume-aware,2019-11-15T09:35:00-05:00,True,short,202.2699,202.2679010504247,146,84,62,partially_filled,0.0,0.0,0.16791176432386648,0.0,0.042,0.000988 participation; linear impact 0.098826 bps
volume-aware,2019-11-18T09:35:00-05:00,True,short,202.28,202.27799661891174,146,101,45,partially_filled,0.0,0.0,0.20234148991459028,0.0,0.0505,0.000990 participation; linear impact 0.099040 bps
volume-aware,2019-11-19T09:35:00-05:00,True,short,203.61,203.60798226142109,145,50,95,partially_filled,0.0,0.0,0.10088692894658607,0.0,0.025,0.000991 participation; linear impact 0.099098 bps
volume-aware,2019-11-20T09:35:00-05:00,True,long,202.9,202.90201967511703,146,47,99,partially_filled,0.0,0.0,0.0949247304996082,0.0,0.0235,0.000995 participation; linear impact 0.099540 bps
volume-aware,2019-11-21T09:35:00-05:00,True,short,201.57,201.56799865745737,146,92,54,partially_filled,0.0,0.0,0.18412351392186488,0.0,0.046,0.000993 participation; linear impact 0.099288 bps
volume-aware,2019-11-22T09:35:00-05:00,True,short,202.11,202.10799735158588,146,103,43,partially_filled,0.0,0.0,0.20627278665499432,0.0,0.051500000000000004,0.000991 participation; linear impact 0.099087 bps
volume-aware,2019-11-25T09:35:00-05:00,True,long,203.24,203.24202215768912,145,123,22,partially_filled,0.0,0.0,0.24872539575968874,0.0,0.0615,0.000995 participation; linear impact 0.099496 bps
volume-aware,2019-11-26T09:35:00-05:00,True,short,204.3,204.29797990352625,145,74,71,partially_filled,0.0,0.0,0.1494871390585123,0.0,0.037,0.000989 participation; linear impact 0.098879 bps
volume-aware,2019-11-27T09:35:00-05:00,True,short,205.115,205.11296295950112,144,68,76,partially_filled,0.0,0.0,0.13851875392501936,0.0,0.034,0.000993 participation; linear impact 0.099312 bps
volume-aware,2019-11-29T09:35:00-05:00,True,short,205.495,205.49296678003836,144,48,96,partially_filled,0.0,0.0,0.09759455815966853,0.0,0.024,0.000989 participation; linear impact 0.098943 bps
volume-aware,2019-12-02T09:35:00-05:00,True,short,204.815,204.8129605675739,144,102,42,partially_filled,0.0,0.0,0.20802210746222033,0.0,0.051000000000000004,0.000996 participation; linear impact 0.099574 bps
volume-aware,2019-12-04T09:35:00-05:00,True,short,202.26,202.25798545816733,147,91,56,partially_filled,0.0,0.0,0.18332330677290834,0.0,0.0455,0.000996 participation; linear impact 0.099602 bps
volume-aware,2019-12-05T09:35:00-05:00,True,short,202.83,202.8279871319881,146,69,77,partially_filled,0.0,0.0,0.13888789282170033,0.0,0.0345,0.000992 participation; linear impact 0.099239 bps
volume-aware,2019-12-06T09:35:00-05:00,True,long,204.32,204.32203099814396,145,128,17,partially_filled,0.0,0.0,0.25996776242729225,0.0,0.064,0.000994 participation; linear impact 0.099403 bps
volume-aware,2019-12-09T09:35:00-05:00,True,long,204.9,204.9020271146694,145,54,91,partially_filled,0.0,0.0,0.10946419214773831,0.0,0.027,0.000989 participation; linear impact 0.098932 bps
volume-aware,2019-12-10T09:35:00-05:00,True,short,203.975,203.9729763451156,146,86,60,partially_filled,0.0,0.0,0.1740343200590651,0.0,0.043000000000000003,0.000992 participation; linear impact 0.099211 bps
volume-aware,2019-12-11T09:35:00-05:00,True,short,204.28,204.27795873095178,145,56,89,partially_filled,0.0,0.0,0.114311066699975,0.0,0.028,0.000999 participation; linear impact 0.099925 bps
volume-aware,2019-12-16T09:35:00-05:00,True,long,208.77,208.77207517066768,142,106,36,partially_filled,0.0,0.0,0.21996809077269314,0.0,0.053,0.000994 participation; linear impact 0.099400 bps
volume-aware,2019-12-18T09:35:00-05:00,True,long,209.7,209.70206726321376,141,39,102,partially_filled,0.0,0.0,0.08062326533707438,0.0,0.0195,0.000986 participation; linear impact 0.098582 bps
volume-aware,2019-12-19T09:35:00-05:00,True,long,209.95,209.95203351251877,141,20,121,partially_filled,0.0,0.0,0.04067025037532084,0.0,0.01,0.000969 participation; linear impact 0.096857 bps
volume-aware,2019-12-24T09:35:00-05:00,True,short,211.8,211.79788427361643,140,67,73,partially_filled,0.0,0.0,0.14175366770038167,0.0,0.0335,0.000999 participation; linear impact 0.099893 bps
volume-aware,2019-12-26T09:35:00-05:00,True,long,212.4,212.40210315960033,139,44,95,partially_filled,0.0,0.0,0.09253902241425871,0.0,0.022,0.000990 participation; linear impact 0.099019 bps
volume-aware,2020-01-06T09:35:00-05:00,True,long,213.07,213.07212740661092,140,104,36,partially_filled,0.0,0.0,0.22125028753564194,0.0,0.052000000000000005,0.000998 participation; linear impact 0.099845 bps
volume-aware,2020-01-08T09:35:00-05:00,True,long,215.81,215.81215130188605,139,75,64,partially_filled,0.0,0.0,0.16134764145300853,0.0,0.0375,0.000997 participation; linear impact 0.099685 bps
volume-aware,2020-01-13T09:35:00-05:00,True,long,219.32,219.3221906928737,137,90,47,partially_filled,0.0,0.0,0.19716235863400774,0.0,0.045,0.000999 participation; linear impact 0.099886 bps
volume-aware,2020-01-14T09:35:00-05:00,True,short,220.7,220.69780137170005,136,52,84,partially_filled,0.0,0.0,0.11432867159661289,0.0,0.026000000000000002,0.000996 participation; linear impact 0.099621 bps
volume-aware,2020-01-16T09:35:00-05:00,True,long,221.49,221.49219935456208,135,88,47,partially_filled,0.0,0.0,0.19354320146239082,0.0,0.044,0.000993 participation; linear impact 0.099298 bps
volume-aware,2020-01-17T09:35:00-05:00,True,short,222.815,222.8127901759149,134,99,35,partially_filled,0.0,0.0,0.21877258442612277,0.0,0.0495,0.000992 participation; linear impact 0.099178 bps
volume-aware,2020-01-21T09:35:00-05:00,True,long,222.95,222.95222174702857,134,96,38,partially_filled,0.0,0.0,0.2132877147454196,0.0,0.048,0.000997 participation; linear impact 0.099652 bps
volume-aware,2020-01-22T09:35:00-05:00,True,short,224.3925,224.39027876158116,133,89,44,partially_filled,0.0,0.0,0.19769021927726926,0.0,0.0445,0.000990 participation; linear impact 0.098989 bps
volume-aware,2020-01-28T09:35:00-05:00,True,short,219.55,219.54781115409156,137,125,12,partially_filled,0.0,0.0,0.2736057385547934,0.0,0.0625,0.000997 participation; linear impact 0.099697 bps
volume-aware,2020-02-06T09:35:00-05:00,True,short,228.38,228.37772582557545,134,129,5,partially_filled,0.0,0.0,0.2933685007642074,0.0,0.0645,0.000996 participation; linear impact 0.099579 bps
volume-aware,2020-02-10T09:35:00-05:00,True,long,229.28,229.2822763762277,132,121,11,partially_filled,0.0,0.0,0.275441523553207,0.0,0.0605,0.000993 participation; linear impact 0.099284 bps
volume-aware,2020-02-14T09:35:00-05:00,True,long,234.765,234.76732382468168,130,95,35,partially_filled,0.0,0.0,0.22076334476003917,0.0,0.0475,0.000990 participation; linear impact 0.098985 bps
volume-aware,2020-02-18T09:35:00-05:00,True,long,234.07,234.07232341956697,131,80,51,partially_filled,0.0,0.0,0.18587356535765248,0.0,0.04,0.000993 participation; linear impact 0.099262 bps
volume-aware,2020-02-20T09:35:00-05:00,True,long,236.7,236.70235420215636,130,94,36,partially_filled,0.0,0.0,0.22129500269809863,0.0,0.047,0.000995 participation; linear impact 0.099459 bps
volume-aware,2020-03-27T09:35:00-04:00,True,long,187.01,187.0118662172661,161,149,12,partially_filled,0.0,0.0,0.2780663726475119,0.0,0.0745,0.000998 participation; linear impact 0.099792 bps
volume-aware,2020-04-24T09:35:00-04:00,True,short,210.64,210.6379117359151,144,111,33,partially_filled,0.0,0.0,0.23179731342217139,0.0,0.0555,0.000991 participation; linear impact 0.099139 bps
volume-aware,2020-05-11T09:35:00-04:00,True,long,224.03,224.03223180824182,137,123,14,partially_filled,0.0,0.0,0.2745124137428322,0.0,0.0615,0.000996 participation; linear impact 0.099621 bps
volume-aware,2020-05-20T09:35:00-04:00,True,long,229.84,229.8422935834747,135,130,5,partially_filled,0.0,0.0,0.298165851711406,0.0,0.065,0.000998 participation; linear impact 0.099790 bps
volume-aware,2020-06-04T09:35:00-04:00,True,long,236.4,236.40234690114877,134,112,22,partially_filled,0.0,0.0,0.26285292866260107,0.0,0.056,0.000993 participation; linear impact 0.099277 bps
volume-aware,2020-06-22T09:35:00-04:00,True,short,243.76,243.75757487877908,130,103,27,partially_filled,0.0,0.0,0.24978748575292184,0.0,0.051500000000000004,0.000995 participation; linear impact 0.099488 bps
volume-aware,2020-06-23T09:35:00-04:00,True,short,248.01,248.00754043092917,128,95,33,partially_filled,0.0,0.0,0.2336590617268485,0.0,0.0475,0.000992 participation; linear impact 0.099172 bps
volume-aware,2020-06-26T09:35:00-04:00,True,short,245.59,245.58757571532885,128,73,55,partially_filled,0.0,0.0,0.1769727809930766,0.0,0.0365,0.000987 participation; linear impact 0.098713 bps
volume-aware,2020-06-30T09:35:00-04:00,True,long,243.3,243.3024283407446,130,123,7,partially_filled,0.0,0.0,0.2986859115842774,0.0,0.0615,0.000998 participation; linear impact 0.099808 bps
volume-aware,2020-07-06T09:35:00-04:00,True,long,255.79,255.79255759496573,125,109,16,partially_filled,0.0,0.0,0.2787778512654454,0.0,0.0545,0.001000 participation; linear impact 0.099988 bps
volume-aware,2020-07-17T09:35:00-04:00,True,short,259.67,259.6674192477256,120,117,3,partially_filled,0.0,0.0,0.30194801610560384,0.0,0.0585,0.000994 participation; linear impact 0.099386 bps
volume-aware,2020-08-06T09:35:00-04:00,True,long,270.89,270.89267708388763,114,78,36,partially_filled,0.0,0.0,0.2088125432361549,0.0,0.039,0.000988 participation; linear impact 0.098825 bps
volume-aware,2020-08-07T09:35:00-04:00,True,short,274.03,274.02726759361843,112,90,22,partially_filled,0.0,0.0,0.24591657434079328,0.0,0.045,0.000997 participation; linear impact 0.099712 bps
volume-aware,2020-08-17T09:35:00-04:00,True,long,274.09,274.0927356077495,113,107,6,partially_filled,0.0,0.0,0.2927100291958547,0.0,0.0535,0.000998 participation; linear impact 0.099807 bps
volume-aware,2020-09-16T09:35:00-04:00,True,short,279.67,279.66721972887484,114,88,26,partially_filled,0.0,0.0,0.24466385901491194,0.0,0.044,0.000994 participation; linear impact 0.099413 bps
volume-aware,2020-09-23T09:35:00-04:00,True,short,271.39,271.3873038416846,118,112,6,partially_filled,0.0,0.0,0.3019697313215714,0.0,0.056,0.000993 participation; linear impact 0.099346 bps
volume-aware,2020-09-29T09:35:00-04:00,True,long,276.965,276.9677536031403,117,87,30,partially_filled,0.0,0.0,0.23956347320785767,0.0,0.043500000000000004,0.000994 participation; linear impact 0.099421 bps
volume-aware,2020-09-30T09:35:00-04:00,True,long,276.75,276.75276306455424,117,114,3,partially_filled,0.0,0.0,0.31498935918656895,0.0,0.057,0.000998 participation; linear impact 0.099840 bps
volume-aware,2020-10-05T09:35:00-04:00,True,long,276.84,276.84275170972325,117,107,10,partially_filled,0.0,0.0,0.2944329403895995,0.0,0.0535,0.000994 participation; linear impact 0.099397 bps
volume-aware,2020-10-09T09:35:00-04:00,True,long,283.3399,283.34271702710134,115,85,30,partially_filled,0.0,0.0,0.23944730361194935,0.0,0.0425,0.000994 participation; linear impact 0.099422 bps
volume-aware,2020-10-22T09:35:00-04:00,True,long,285.57,285.57284727360917,113,74,39,partially_filled,0.0,0.0,0.21069824707958876,0.0,0.037,0.000997 participation; linear impact 0.099705 bps
volume-aware,2020-10-26T09:35:00-04:00,True,long,283.35,283.3528225028897,113,106,7,partially_filled,0.0,0.0,0.2991853063065603,0.0,0.053,0.000996 participation; linear impact 0.099612 bps
volume-aware,2020-11-17T09:35:00-05:00,True,long,293.5,293.50293145940617,107,77,30,partially_filled,0.0,0.0,0.225722374275226,0.0,0.0385,0.000999 participation; linear impact 0.099879 bps
volume-aware,2020-11-20T09:35:00-05:00,True,short,292.11,292.1071233089186,107,64,43,partially_filled,0.0,0.0,0.18410822921154674,0.0,0.032,0.000985 participation; linear impact 0.098480 bps
volume-aware,2020-11-23T09:35:00-05:00,True,long,291.84,291.84290576623374,107,92,15,partially_filled,0.0,0.0,0.26733049350649346,0.0,0.046,0.000996 participation; linear impact 0.099567 bps
volume-aware,2020-11-25T09:35:00-05:00,True,long,295.65,295.6529489453983,105,89,16,partially_filled,0.0,0.0,0.26245614044918636,0.0,0.0445,0.000997 participation; linear impact 0.099744 bps
volume-aware,2020-11-27T09:35:00-05:00,True,long,298.61,298.6129690425594,104,102,2,partially_filled,0.0,0.0,0.3028423410601837,0.0,0.051000000000000004,0.000994 participation; linear impact 0.099429 bps
volume-aware,2020-12-07T09:35:00-05:00,True,long,306.21,306.21303603679183,101,65,36,partially_filled,0.0,0.0,0.19734239147014856,0.0,0.0325,0.000991 participation; linear impact 0.099149 bps
volume-aware,2020-12-08T09:35:00-05:00,True,short,306.69,306.6869685677572,101,70,31,partially_filled,0.0,0.0,0.21220025699317982,0.0,0.035,0.000988 participation; linear impact 0.098844 bps
volume-aware,2020-12-23T09:35:00-05:00,True,short,309.12,309.11691553618533,98,87,11,partially_filled,0.0,0.0,0.26834835187521505,0.0,0.043500000000000004,0.000998 participation; linear impact 0.099782 bps
volume-aware,2020-12-24T09:35:00-05:00,True,long,309.13,309.13306175729923,98,94,4,partially_filled,0.0,0.0,0.28780518612957945,0.0,0.047,0.000990 participation; linear impact 0.099044 bps
volume-aware,2020-12-31T09:35:00-05:00,True,short,312.745,312.741911922982,97,68,29,partially_filled,0.0,0.0,0.20998923722537643,0.0,0.034,0.000987 participation; linear impact 0.098741 bps
volume-aware,2021-01-04T09:35:00-05:00,True,short,314.36,314.3568909966995,96,86,10,partially_filled,0.0,0.0,0.2673742838414389,0.0,0.043000000000000003,0.000989 participation; linear impact 0.098899 bps
volume-aware,2021-01-15T09:35:00-05:00,True,long,314.65,314.6530964590106,98,56,42,partially_filled,0.0,0.0,0.17340170459537826,0.0,0.028,0.000984 participation; linear impact 0.098410 bps
volume-aware,2021-02-11T09:35:00-05:00,True,long,334.36,334.3633081501636,93,88,5,partially_filled,0.0,0.0,0.29111721439573657,0.0,0.044,0.000989 participation; linear impact 0.098940 bps
volume-aware,2021-06-02T09:35:00-04:00,True,long,333.51,333.51330188690235,96,85,11,partially_filled,0.0,0.0,0.2806603866985033,0.0,0.0425,0.000990 participation; linear impact 0.099004 bps
volume-aware,2022-11-02T09:35:00-04:00,True,short,274.03,274.02727509570923,145,140,5,partially_filled,0.0,0.0,0.3814866007060109,0.0,0.07,0.000994 participation; linear impact 0.099438 bps
volume-aware,2022-12-14T09:35:00-05:00,True,long,289.43,289.4328805425289,130,125,5,partially_filled,0.0,0.0,0.3600678161102575,0.0,0.0625,0.000995 participation; linear impact 0.099525 bps
volume-aware,2023-01-05T09:35:00-05:00,True,short,262.87,262.86737985102883,145,129,16,partially_filled,0.0,0.0,0.3379992172831303,0.0,0.0645,0.000997 participation; linear impact 0.099675 bps
volume-aware,2023-03-22T09:35:00-04:00,True,short,310.02,310.01693990337156,115,76,39,partially_filled,0.0,0.0,0.23256734375811727,0.0,0.038,0.000987 participation; linear impact 0.098706 bps
volume-aware,2023-06-26T09:35:00-04:00,True,long,362.75,362.7536213317975,100,91,9,partially_filled,0.0,0.0,0.32954119357138945,0.0,0.0455,0.000998 participation; linear impact 0.099830 bps
volume-aware,2023-09-06T09:35:00-04:00,True,short,376.6,376.59625459970164,102,82,20,partially_filled,0.0,0.0,0.3071228244654401,0.0,0.041,0.000995 participation; linear impact 0.099453 bps
volume-aware,2023-12-27T09:35:00-05:00,True,long,411.41,411.4140539661685,92,66,26,partially_filled,0.0,0.0,0.2675617671210379,0.0,0.033,0.000985 participation; linear impact 0.098538 bps
volume-aware,2023-12-29T09:35:00-05:00,True,short,411.29,411.28591564459623,92,89,3,partially_filled,0.0,0.0,0.363507630938832,0.0,0.0445,0.000993 participation; linear impact 0.099306 bps
volume-aware,2024-05-13T09:35:00-04:00,True,short,443.06,443.05562295129954,83,81,2,partially_filled,0.0,0.0,0.35454094473783715,0.0,0.0405,0.000988 participation; linear impact 0.098791 bps
volume-aware,2024-05-22T09:35:00-04:00,True,long,456.3,456.30452133908983,82,56,26,partially_filled,0.0,0.0,0.2531949890296553,0.0,0.028,0.000991 participation; linear impact 0.099087 bps
volume-aware,2024-05-24T09:35:00-04:00,True,long,455.57,455.57449533408516,83,63,20,partially_filled,0.0,0.0,0.2832060473639696,0.0,0.0315,0.000987 participation; linear impact 0.098675 bps
volume-aware,2024-06-06T09:35:00-04:00,True,short,464.23,464.22538343308594,81,54,27,partially_filled,0.0,0.0,0.24929461335887,0.0,0.027,0.000994 participation; linear impact 0.099446 bps
volume-aware,2024-06-10T09:35:00-04:00,True,long,462.3629,462.367463688023,81,67,14,partially_filled,0.0,0.0,0.3057670975397761,0.0,0.0335,0.000987 participation; linear impact 0.098704 bps
